,SNo,ObservationDate,Province/State,Country,Last Update,Confirmed,Deaths,Recovered
264,265,01/27/2020,,Ivory Coast,1/27/20 23:59,1.0,0.0,0.0
1477,1478,02/14/2020,,Egypt,2020-02-14T23:53:02,1.0,0.0,0.0
1552,1553,02/15/2020,,Egypt,2020-02-14T23:53:02,1.0,0.0,0.0
1627,1628,02/16/2020,,Egypt,2020-02-14T23:53:02,1.0,0.0,0.0
1702,1703,02/17/2020,,Egypt,2020-02-14T23:53:02,1.0,0.0,0.0
1777,1778,02/18/2020,,Egypt,2020-02-14T23:53:02,1.0,0.0,0.0
1853,1854,02/19/2020,,Egypt,2020-02-14T23:53:02,1.0,0.0,0.0
1929,1930,02/20/2020,,Egypt,2020-02-14T23:53:02,1.0,0.0,0.0
2009,2010,02/21/2020,,Egypt,2020-02-21T18:53:02,1.0,0.0,0.0
2093,2094,02/22/2020,,Egypt,2020-02-21T18:53:02,1.0,0.0,0.0
2177,2178,02/23/2020,,Egypt,2020-02-21T18:53:02,1.0,0.0,0.0
2263,2264,02/24/2020,,Egypt,2020-02-21T18:53:02,1.0,0.0,0.0
2352,2353,02/25/2020,,Algeria,2020-02-25T23:43:03,1.0,0.0,0.0
2357,2358,02/25/2020,,Egypt,2020-02-21T18:53:02,1.0,0.0,0.0
2453,2454,02/26/2020,,Algeria,2020-02-25T23:43:03,1.0,0.0,0.0
2458,2459,02/26/2020,,Egypt,2020-02-21T18:53:02,1.0,0.0,0.0
2557,2558,02/27/2020,,Algeria,2020-02-25T23:43:03,1.0,0.0,0.0
2563,2564,02/27/2020,,Egypt,2020-02-21T18:53:02,1.0,0.0,0.0
2665,2666,02/28/2020,,Algeria,2020-02-25T23:43:03,1.0,0.0,0.0
2673,2674,02/28/2020,,Egypt,2020-02-28T04:13:09,1.0,0.0,1.0
2683,2684,02/28/2020,,Nigeria,2020-02-28T16:23:03,1.0,0.0,0.0
2783,2784,02/29/2020,,Algeria,2020-02-25T23:43:03,1.0,0.0,0.0
2789,2790,02/29/2020,,Egypt,2020-02-28T04:13:09,1.0,0.0,1.0
2800,2801,02/29/2020,,Nigeria,2020-02-28T16:23:03,1.0,0.0,0.0
2904,2905,03/01/2020,,Egypt,2020-03-01T23:33:03,2.0,0.0,1.0
2911,2912,03/01/2020,,Algeria,2020-02-25T23:43:03,1.0,0.0,0.0
2926,2927,03/01/2020,,Nigeria,2020-02-28T16:23:03,1.0,0.0,0.0
3022,3023,03/02/2020,,Algeria,2020-03-02T00:53:03,3.0,0.0,0.0
3033,3034,03/02/2020,,Egypt,2020-03-01T23:33:03,2.0,0.0,1.0
3057,3058,03/02/2020,,Morocco,2020-03-02T22:33:09,1.0,0.0,0.0
3060,3061,03/02/2020,,Nigeria,2020-02-28T16:23:03,1.0,0.0,0.0
3063,3064,03/02/2020,,Senegal,2020-03-02T20:23:16,1.0,0.0,0.0
3160,3161,03/03/2020,,Algeria,2020-03-03T03:23:03,5.0,0.0,0.0
3174,3175,03/03/2020,,Egypt,2020-03-01T23:33:03,2.0,0.0,1.0
3179,3180,03/03/2020,,Senegal,2020-03-03T23:53:03,2.0,0.0,0.0
3206,3207,03/03/2020,,Morocco,2020-03-03T15:33:02,1.0,0.0,0.0
3209,3210,03/03/2020,,Nigeria,2020-02-28T16:23:03,1.0,0.0,0.0
3300,3301,03/04/2020,,Algeria,2020-03-04T19:33:03,12.0,0.0,0.0
3324,3325,03/04/2020,,Senegal,2020-03-04T20:43:02,4.0,0.0,0.0
3334,3335,03/04/2020,,Egypt,2020-03-01T23:33:03,2.0,0.0,1.0
3368,3369,03/04/2020,,Morocco,2020-03-03T15:33:02,1.0,0.0,0.0
3370,3371,03/04/2020,,Nigeria,2020-02-28T16:23:03,1.0,0.0,0.0
3375,3376,03/04/2020,,Tunisia,2020-03-04T01:33:07,1.0,0.0,0.0
3467,3468,03/05/2020,,Algeria,2020-03-04T19:33:03,12.0,0.0,0.0
3491,3492,03/05/2020,,Senegal,2020-03-04T20:43:02,4.0,0.0,0.0
3494,3495,03/05/2020,,Egypt,2020-03-05T13:53:03,3.0,0.0,1.0
3505,3506,03/05/2020,,Morocco,2020-03-05T13:53:03,2.0,0.0,0.0
3538,3539,03/05/2020,,Nigeria,2020-02-28T16:23:03,1.0,0.0,0.0
3541,3542,03/05/2020,,South Africa,2020-03-05T13:53:03,1.0,0.0,0.0
3543,3544,03/05/2020,,Tunisia,2020-03-04T01:33:07,1.0,0.0,0.0
3639,3640,03/06/2020,,Algeria,2020-03-06T01:29:39,17.0,0.0,0.0
3644,3645,03/06/2020,,Egypt,2020-03-06T13:03:13,15.0,0.0,1.0
3674,3675,03/06/2020,,Senegal,2020-03-04T20:43:02,4.0,0.0,0.0
3690,3691,03/06/2020,,Morocco,2020-03-05T13:53:03,2.0,0.0,0.0
3711,3712,03/06/2020,,Cameroon,2020-03-06T15:43:02,1.0,0.0,0.0
3725,3726,03/06/2020,,Nigeria,2020-02-28T16:23:03,1.0,0.0,0.0
3729,3730,03/06/2020,,South Africa,2020-03-06T15:43:02,1.0,0.0,0.0
3731,3732,03/06/2020,,Togo,2020-03-06T15:33:03,1.0,0.0,0.0
3732,3733,03/06/2020,,Tunisia,2020-03-04T01:33:07,1.0,0.0,0.0
3842,3843,03/07/2020,,Algeria,2020-03-06T01:29:39,17.0,0.0,0.0
3844,3845,03/07/2020,,Egypt,2020-03-06T13:03:13,15.0,0.0,1.0
3879,3880,03/07/2020,,Senegal,2020-03-04T20:43:02,4.0,0.0,0.0
3902,3903,03/07/2020,,Morocco,2020-03-05T13:53:03,2.0,0.0,0.0
3925,3926,03/07/2020,,Cameroon,2020-03-06T15:43:02,1.0,0.0,0.0
3940,3941,03/07/2020,,Nigeria,2020-02-28T16:23:03,1.0,0.0,0.0
3944,3945,03/07/2020,,South Africa,2020-03-06T15:43:02,1.0,0.0,0.0
3946,3947,03/07/2020,,Togo,2020-03-07T02:13:09,1.0,0.0,0.0
3947,3948,03/07/2020,,Tunisia,2020-03-04T01:33:07,1.0,0.0,0.0
4047,4048,03/08/2020,,Egypt,2020-03-08T19:03:11,49.0,1.0,1.0
4069,4070,03/08/2020,,Algeria,2020-03-08T05:23:03,19.0,0.0,0.0
4119,4120,03/08/2020,,Senegal,2020-03-08T20:23:08,4.0,0.0,1.0
4134,4135,03/08/2020,,South Africa,2020-03-08T10:23:04,3.0,0.0,0.0
4143,4144,03/08/2020,,Cameroon,2020-03-08T05:23:03,2.0,0.0,0.0
4147,4148,03/08/2020,,Morocco,2020-03-05T13:53:03,2.0,0.0,0.0
4148,4149,03/08/2020,,Tunisia,2020-03-08T21:13:10,2.0,0.0,0.0
4181,4182,03/08/2020,,Nigeria,2020-02-28T16:23:03,1.0,0.0,0.0
4185,4186,03/08/2020,,Togo,2020-03-07T02:13:09,1.0,0.0,0.0
4302,4303,03/09/2020,,Egypt,2020-03-09T10:03:17,55.0,1.0,12.0
4324,4325,03/09/2020,,Algeria,2020-03-09T10:13:06,20.0,0.0,0.0
4377,4378,03/09/2020,,Senegal,2020-03-08T20:23:08,4.0,0.0,1.0
4392,4393,03/09/2020,,South Africa,2020-03-08T10:23:04,3.0,0.0,0.0
4405,4406,03/09/2020,,Cameroon,2020-03-08T05:23:03,2.0,0.0,0.0
4409,4410,03/09/2020,,Morocco,2020-03-05T13:53:03,2.0,0.0,0.0
4410,4411,03/09/2020,,Nigeria,2020-03-09T09:43:03,2.0,0.0,0.0
4412,4413,03/09/2020,,Tunisia,2020-03-08T21:13:10,2.0,0.0,0.0
4449,4450,03/09/2020,,Togo,2020-03-07T02:13:09,1.0,0.0,0.0
4571,4572,03/10/2020,,Egypt,2020-03-10T05:13:07,59.0,1.0,1.0
4596,4597,03/10/2020,,Algeria,2020-03-09T10:13:06,20.0,0.0,0.0
4633,4634,03/10/2020,,South Africa,2020-03-10T05:13:07,7.0,0.0,0.0
4651,4652,03/10/2020,,Tunisia,2020-03-10T05:13:07,5.0,0.0,0.0
4655,4656,03/10/2020,,Senegal,2020-03-08T20:23:08,4.0,0.0,1.0
4661,4662,03/10/2020,,Morocco,2020-03-10T14:13:14,3.0,1.0,0.0
4670,4671,03/10/2020,,Cameroon,2020-03-08T05:23:03,2.0,0.0,0.0
4673,4674,03/10/2020,,Nigeria,2020-03-09T09:43:03,2.0,0.0,0.0
4684,4685,03/10/2020,,Burkina Faso,2020-03-10T05:33:02,1.0,0.0,0.0
4699,4700,03/10/2020,,Togo,2020-03-07T02:13:09,1.0,0.0,0.0
4784,4785,03/11/2020,,Egypt,2020-03-11T22:13:12,60.0,1.0,27.0
4811,4812,03/11/2020,,Algeria,2020-03-09T10:13:06,20.0,0.0,0.0
4826,4827,03/11/2020,,South Africa,2020-03-11T10:33:03,13.0,0.0,0.0
4858,4859,03/11/2020,,Tunisia,2020-03-11T18:52:03,7.0,0.0,0.0
4867,4868,03/11/2020,,Morocco,2020-03-11T11:53:03,5.0,1.0,0.0
4874,4875,03/11/2020,,Senegal,2020-03-08T20:23:08,4.0,0.0,1.0
4886,4887,03/11/2020,,Burkina Faso,2020-03-11T09:33:12,2.0,0.0,0.0
4887,4888,03/11/2020,,Cameroon,2020-03-08T05:23:03,2.0,0.0,0.0
4891,4892,03/11/2020,,Nigeria,2020-03-09T09:43:03,2.0,0.0,0.0
4903,4904,03/11/2020,,Congo (Kinshasa),2020-03-11T21:13:24,1.0,0.0,0.0
4904,4905,03/11/2020,,Ivory Coast,2020-03-11T23:33:03,1.0,0.0,0.0
4914,4915,03/11/2020,,Togo,2020-03-07T02:13:09,1.0,0.0,0.0
5000,5001,03/12/2020,,Egypt,2020-03-12T08:53:02,67.0,1.0,27.0
5024,5025,03/12/2020,,Algeria,2020-03-12T09:13:24,24.0,1.0,8.0
5045,5046,03/12/2020,,South Africa,2020-03-12T09:13:24,17.0,0.0,0.0
5080,5081,03/12/2020,,Tunisia,2020-03-11T18:52:03,7.0,0.0,0.0
5083,5084,03/12/2020,,Morocco,2020-03-12T01:33:03,6.0,1.0,0.0
5096,5097,03/12/2020,,Senegal,2020-03-08T20:23:08,4.0,0.0,1.0
5105,5106,03/12/2020,,Burkina Faso,2020-03-11T09:33:12,2.0,0.0,0.0
5106,5107,03/12/2020,,Cameroon,2020-03-08T05:23:03,2.0,0.0,0.0
5112,5113,03/12/2020,,Nigeria,2020-03-09T09:43:03,2.0,0.0,0.0
5124,5125,03/12/2020,,Congo (Kinshasa),2020-03-11T21:13:24,1.0,0.0,0.0
5125,5126,03/12/2020,,Ivory Coast,2020-03-12T01:18:01,1.0,0.0,0.0
5134,5135,03/12/2020,,Togo,2020-03-07T02:13:09,1.0,0.0,0.0
5189,5190,03/13/2020,,Burkina Faso,2020-03-11T20:00:00,2.0,0.0,0.0
5207,5208,03/13/2020,,Congo (Kinshasa),2020-03-11T20:00:00,2.0,0.0,0.0
5210,5211,03/13/2020,,Algeria,2020-03-11T20:00:00,26.0,2.0,8.0
5243,5244,03/13/2020,,Nigeria,2020-03-11T20:00:00,2.0,0.0,0.0
5261,5262,03/13/2020,,Egypt,2020-03-11T20:00:00,80.0,2.0,27.0
5268,5269,03/13/2020,,Senegal,2020-03-11T20:00:00,10.0,0.0,1.0
5269,5270,03/13/2020,,Ethiopia,2020-03-11T20:00:00,1.0,0.0,0.0
5270,5271,03/13/2020,,Sudan,2020-03-11T20:00:00,1.0,1.0,0.0
5273,5274,03/13/2020,,Guinea,2020-03-11T20:00:00,1.0,0.0,0.0
5278,5279,03/13/2020,,Morocco,2020-03-11T20:00:00,7.0,1.0,1.0
5284,5285,03/13/2020,,Kenya,2020-03-11T20:00:00,1.0,0.0,0.0
5295,5296,03/13/2020,,South Africa,2020-03-11T20:00:00,24.0,0.0,0.0
5298,5299,03/13/2020,,Ivory Coast,2020-03-11T20:00:00,1.0,0.0,0.0
5307,5308,03/13/2020,,Cameroon,2020-03-11T20:00:00,2.0,0.0,0.0
5309,5310,03/13/2020,,Togo,2020-03-11T20:00:00,1.0,0.0,0.0
5323,5324,03/13/2020,,Tunisia,2020-03-11T20:00:00,16.0,0.0,0.0
5447,5448,03/14/2020,,Egypt,2020-03-14T22:33:03,109.0,2.0,27.0
5487,5488,03/14/2020,,South Africa,2020-03-14T16:14:56,38.0,0.0,0.0
5488,5489,03/14/2020,,Algeria,2020-03-14T12:33:03,37.0,3.0,12.0
5521,5522,03/14/2020,,Tunisia,2020-03-14T20:53:02,18.0,0.0,0.0
5524,5525,03/14/2020,,Morocco,2020-03-14T20:53:02,17.0,1.0,1.0
5539,5540,03/14/2020,,Senegal,2020-03-13T23:33:05,10.0,0.0,1.0
5574,5575,03/14/2020,,Ghana,2020-03-14T23:13:05,3.0,0.0,0.0
5579,5580,03/14/2020,,Burkina Faso,2020-03-13T22:22:02,2.0,0.0,0.0
5580,5581,03/14/2020,,Cameroon,2020-03-13T22:22:02,2.0,0.0,0.0
5582,5583,03/14/2020,,Congo (Kinshasa),2020-03-13T22:22:02,2.0,0.0,0.0
5587,5588,03/14/2020,,Namibia,2020-03-14T16:33:03,2.0,0.0,0.0
5588,5589,03/14/2020,,Nigeria,2020-03-13T22:22:02,2.0,0.0,0.0
5589,5590,03/14/2020,,Seychelles,2020-03-14T23:13:06,2.0,0.0,0.0
5603,5604,03/14/2020,,Ivory Coast,2020-03-13T22:22:02,1.0,0.0,0.0
5605,5606,03/14/2020,,Eswatini,2020-03-14T13:13:25,1.0,0.0,0.0
5606,5607,03/14/2020,,Ethiopia,2020-03-13T23:33:06,1.0,0.0,0.0
5608,5609,03/14/2020,,Gabon,2020-03-14T13:33:04,1.0,0.0,0.0
5612,5613,03/14/2020,,Guinea,2020-03-13T15:33:33,1.0,0.0,0.0
5616,5617,03/14/2020,,Kenya,2020-03-13T22:22:03,1.0,0.0,0.0
5617,5618,03/14/2020,,Mauritania,2020-03-14T12:53:07,1.0,0.0,0.0
5620,5621,03/14/2020,,Rwanda,2020-03-14T12:53:07,1.0,0.0,0.0
5623,5624,03/14/2020,,Sudan,2020-03-14T01:13:32,1.0,1.0,0.0
5625,5626,03/14/2020,,Togo,2020-03-13T22:22:02,1.0,0.0,0.0
5701,5702,03/15/2020,,Egypt,2020-03-15T18:20:18,110.0,2.0,21.0
5728,5729,03/15/2020,,South Africa,2020-03-15T18:20:18,51.0,0.0,0.0
5731,5732,03/15/2020,,Algeria,2020-03-15T18:20:18,48.0,4.0,12.0
5755,5756,03/15/2020,,Morocco,2020-03-15T18:20:18,28.0,1.0,1.0
5774,5775,03/15/2020,,Tunisia,2020-03-14T20:53:02,18.0,0.0,0.0
5795,5796,03/15/2020,,Senegal,2020-03-13T23:33:05,24.0,0.0,1.0
5809,5810,03/15/2020,,Ghana,2020-03-15T18:20:18,6.0,0.0,0.0
5835,5836,03/15/2020,,Burkina Faso,2020-03-13T22:22:02,3.0,0.0,0.0
5836,5837,03/15/2020,,Cameroon,2020-03-13T22:22:02,2.0,0.0,0.0
5839,5840,03/15/2020,,Congo (Kinshasa),2020-03-13T22:22:02,2.0,0.0,0.0
5844,5845,03/15/2020,,Namibia,2020-03-14T16:33:03,2.0,0.0,0.0
5845,5846,03/15/2020,,Nigeria,2020-03-13T22:22:02,2.0,0.0,0.0
5846,5847,03/15/2020,,Seychelles,2020-03-15T07:33:03,2.0,0.0,0.0
5856,5857,03/15/2020,,Central African Republic,2020-03-15T18:20:19,1.0,0.0,0.0
5858,5859,03/15/2020,,Congo (Brazzaville),2020-03-15T18:20:19,1.0,0.0,0.0
5859,5860,03/15/2020,,Ivory Coast,2020-03-13T22:22:02,1.0,0.0,0.0
5861,5862,03/15/2020,,Equatorial Guinea,2020-03-15T06:41:54,1.0,0.0,0.0
5862,5863,03/15/2020,,Eswatini,2020-03-15T06:41:54,1.0,0.0,0.0
5863,5864,03/15/2020,,Ethiopia,2020-03-13T23:33:06,1.0,0.0,0.0
5866,5867,03/15/2020,,Gabon,2020-03-14T13:33:04,1.0,0.0,0.0
5870,5871,03/15/2020,,Guinea,2020-03-15T06:41:54,1.0,0.0,0.0
5872,5873,03/15/2020,,Kenya,2020-03-13T22:22:03,3.0,0.0,0.0
5873,5874,03/15/2020,,Mauritania,2020-03-15T18:20:19,1.0,0.0,0.0
5876,5877,03/15/2020,,Rwanda,2020-03-15T06:41:54,1.0,0.0,0.0
5879,5880,03/15/2020,,Sudan,2020-03-14T01:13:32,1.0,1.0,0.0
5881,5882,03/15/2020,,Togo,2020-03-13T22:22:02,1.0,0.0,0.0
5953,5954,03/16/2020,,Egypt,2020-03-16T15:53:45,150.0,2.0,27.0
5987,5988,03/16/2020,,South Africa,2020-03-16T14:38:45,62.0,0.0,0.0
5994,5995,03/16/2020,,Algeria,2020-03-16T14:38:45,54.0,4.0,12.0
6025,6026,03/16/2020,,Morocco,2020-03-16T14:38:45,29.0,1.0,1.0
6031,6032,03/16/2020,,Senegal,2020-03-16T01:13:13,24.0,0.0,2.0
6040,6041,03/16/2020,,Tunisia,2020-03-16T01:13:13,20.0,0.0,0.0
6055,6056,03/16/2020,,Burkina Faso,2020-03-16T14:38:45,15.0,0.0,0.0
6084,6085,03/16/2020,,Ghana,2020-03-15T18:20:18,6.0,0.0,0.0
6091,6092,03/16/2020,,Ethiopia,2020-03-16T14:38:45,5.0,0.0,0.0
6093,6094,03/16/2020,,Rwanda,2020-03-16T01:33:03,5.0,0.0,0.0
6096,6097,03/16/2020,,Cameroon,2020-03-16T02:33:08,4.0,0.0,0.0
6105,6106,03/16/2020,,Kenya,2020-03-16T00:22:11,3.0,0.0,0.0
6107,6108,03/16/2020,,Seychelles,2020-03-16T01:13:13,3.0,0.0,0.0
6114,6115,03/16/2020,,Congo (Kinshasa),2020-03-13T22:22:02,2.0,0.0,0.0
6119,6120,03/16/2020,,Namibia,2020-03-14T16:33:03,2.0,0.0,0.0
6120,6121,03/16/2020,,Nigeria,2020-03-13T22:22:02,2.0,0.0,0.0
6124,6125,03/16/2020,,Benin,2020-03-16T14:38:46,1.0,0.0,0.0
6128,6129,03/16/2020,,Central African Republic,2020-03-16T03:33:03,1.0,0.0,0.0
6130,6131,03/16/2020,,Congo (Brazzaville),2020-03-16T14:38:45,1.0,0.0,0.0
6131,6132,03/16/2020,,Ivory Coast,2020-03-13T22:22:02,1.0,0.0,0.0
6132,6133,03/16/2020,,Equatorial Guinea,2020-03-15T06:41:54,1.0,0.0,0.0
6133,6134,03/16/2020,,Eswatini,2020-03-15T06:41:54,1.0,0.0,0.0
6135,6136,03/16/2020,,Gabon,2020-03-14T13:33:04,1.0,0.0,0.0
6138,6139,03/16/2020,,Guinea,2020-03-15T06:41:54,1.0,0.0,0.0
6140,6141,03/16/2020,,Liberia,2020-03-16T14:38:46,1.0,0.0,0.0
6141,6142,03/16/2020,,Mauritania,2020-03-15T18:20:19,1.0,0.0,0.0
6146,6147,03/16/2020,,Republic of the Congo,2020-03-16T03:33:03,1.0,0.0,0.0
6148,6149,03/16/2020,,Somalia,2020-03-16T14:38:46,1.0,0.0,0.0
6149,6150,03/16/2020,,Sudan,2020-03-14T01:13:32,1.0,1.0,0.0
6151,6152,03/16/2020,,Tanzania,2020-03-16T14:38:45,1.0,0.0,0.0
6153,6154,03/16/2020,,Togo,2020-03-13T22:22:02,1.0,0.0,0.0
6220,6221,03/17/2020,,Egypt,2020-03-17T18:13:10,196.0,4.0,32.0
6278,6279,03/17/2020,,South Africa,2020-03-16T14:38:45,62.0,0.0,0.0
6279,6280,03/17/2020,,Algeria,2020-03-17T03:13:15,60.0,4.0,12.0
6299,6300,03/17/2020,,Morocco,2020-03-17T15:53:12,38.0,2.0,1.0
6315,6316,03/17/2020,,Senegal,2020-03-17T12:33:06,26.0,0.0,2.0
6320,6321,03/17/2020,,Tunisia,2020-03-17T11:53:10,24.0,0.0,0.0
6338,6339,03/17/2020,,Burkina Faso,2020-03-16T14:38:45,15.0,0.0,0.0
6351,6352,03/17/2020,,Cameroon,2020-03-17T15:53:13,10.0,0.0,0.0
6367,6368,03/17/2020,,Ghana,2020-03-17T19:33:02,7.0,0.0,0.0
6371,6372,03/17/2020,,Rwanda,2020-03-17T02:33:10,7.0,0.0,0.0
6375,6376,03/17/2020,,Ivory Coast,2020-03-17T14:33:05,5.0,0.0,1.0
6377,6378,03/17/2020,,Ethiopia,2020-03-16T14:38:45,5.0,0.0,0.0
6381,6382,03/17/2020,,Seychelles,2020-03-17T12:33:06,4.0,0.0,0.0
6384,6385,03/17/2020,,Congo (Kinshasa),2020-03-17T12:33:06,3.0,0.0,0.0
6388,6389,03/17/2020,,Kenya,2020-03-16T00:22:11,3.0,0.0,0.0
6390,6391,03/17/2020,,Nigeria,2020-03-17T12:33:06,3.0,0.0,0.0
6400,6401,03/17/2020,,Namibia,2020-03-14T16:33:03,2.0,0.0,0.0
6405,6406,03/17/2020,,Benin,2020-03-16T14:38:46,1.0,0.0,0.0
6408,6409,03/17/2020,,Central African Republic,2020-03-16T03:33:03,1.0,0.0,0.0
6410,6411,03/17/2020,,Congo (Brazzaville),2020-03-16T14:38:45,1.0,0.0,0.0
6411,6412,03/17/2020,,Equatorial Guinea,2020-03-15T06:41:54,1.0,0.0,0.0
6412,6413,03/17/2020,,Eswatini,2020-03-15T06:41:54,1.0,0.0,0.0
6414,6415,03/17/2020,,Gabon,2020-03-14T13:33:04,1.0,0.0,0.0
6416,6417,03/17/2020,,Guinea,2020-03-15T06:41:54,1.0,0.0,0.0
6418,6419,03/17/2020,,Liberia,2020-03-17T12:13:16,1.0,0.0,0.0
6419,6420,03/17/2020,,Mauritania,2020-03-15T18:20:19,1.0,0.0,0.0
6423,6424,03/17/2020,,Somalia,2020-03-16T14:38:46,1.0,0.0,0.0
6424,6425,03/17/2020,,Sudan,2020-03-14T01:13:32,1.0,1.0,0.0
6426,6427,03/17/2020,,Tanzania,2020-03-17T01:33:03,1.0,0.0,0.0
6429,6430,03/17/2020,,Togo,2020-03-13T22:22:02,1.0,0.0,0.0
6436,6437,03/17/2020,,Republic of the Congo,2020-03-17T21:33:03,0.0,0.0,0.0
6504,6505,03/18/2020,,Egypt,2020-03-18T03:13:14,196.0,6.0,32.0
6527,6528,03/18/2020,,South Africa,2020-03-18T10:53:02,116.0,0.0,0.0
6556,6557,03/18/2020,,Algeria,2020-03-18T19:53:03,74.0,7.0,12.0
6573,6574,03/18/2020,,Morocco,2020-03-18T11:33:04,49.0,2.0,1.0
6593,6594,03/18/2020,,Senegal,2020-03-18T11:33:04,31.0,0.0,2.0
6596,6597,03/18/2020,,Tunisia,2020-03-18T12:33:03,29.0,0.0,0.0
6610,6611,03/18/2020,,Burkina Faso,2020-03-18T12:33:03,20.0,1.0,0.0
6637,6638,03/18/2020,,Cameroon,2020-03-17T15:53:13,10.0,0.0,0.0
6642,6643,03/18/2020,,Nigeria,2020-03-18T12:33:03,8.0,0.0,1.0
6643,6644,03/18/2020,,Rwanda,2020-03-18T11:33:04,8.0,0.0,0.0
6646,6647,03/18/2020,,Ghana,2020-03-17T19:33:02,7.0,0.0,0.0
6650,6651,03/18/2020,,Ivory Coast,2020-03-18T11:33:04,6.0,0.0,1.0
6651,6652,03/18/2020,,Ethiopia,2020-03-18T11:33:04,6.0,0.0,0.0
6660,6661,03/18/2020,,Congo (Kinshasa),2020-03-18T11:33:04,4.0,0.0,0.0
6661,6662,03/18/2020,,Equatorial Guinea,2020-03-18T14:33:15,4.0,0.0,0.0
6662,6663,03/18/2020,,Seychelles,2020-03-17T12:33:06,4.0,0.0,0.0
6668,6669,03/18/2020,,Kenya,2020-03-16T00:22:11,3.0,0.0,0.0
6670,6671,03/18/2020,,Mauritius,2020-03-18T19:53:03,3.0,0.0,0.0
6673,6674,03/18/2020,,Tanzania,2020-03-18T11:33:04,3.0,0.0,0.0
6675,6676,03/18/2020,,Benin,2020-03-18T14:13:56,2.0,0.0,0.0
6677,6678,03/18/2020,,Liberia,2020-03-18T03:13:22,2.0,0.0,0.0
6678,6679,03/18/2020,,Namibia,2020-03-14T16:33:03,2.0,0.0,0.0
6681,6682,03/18/2020,,Sudan,2020-03-18T12:13:09,2.0,1.0,0.0
6684,6685,03/18/2020,,Zambia,2020-03-18T14:33:15,2.0,0.0,0.0
6689,6690,03/18/2020,,Central African Republic,2020-03-16T03:33:03,1.0,0.0,0.0
6691,6692,03/18/2020,,Congo (Brazzaville),2020-03-16T14:38:45,1.0,0.0,0.0
6692,6693,03/18/2020,,Djibouti,2020-03-18T12:33:03,1.0,0.0,0.0
6693,6694,03/18/2020,,Eswatini,2020-03-15T06:41:54,1.0,0.0,0.0
6694,6695,03/18/2020,,Gabon,2020-03-14T13:33:04,1.0,0.0,0.0
6697,6698,03/18/2020,,Guinea,2020-03-15T06:41:54,1.0,0.0,0.0
6699,6700,03/18/2020,,Mauritania,2020-03-15T18:20:19,1.0,0.0,0.0
6703,6704,03/18/2020,,Somalia,2020-03-18T00:53:03,1.0,0.0,0.0
6706,6707,03/18/2020,,Togo,2020-03-13T22:22:02,1.0,0.0,0.0
6720,6721,03/18/2020,,Republic of the Congo,2020-03-17T21:33:03,0.0,0.0,0.0
6789,6790,03/19/2020,,Egypt,2020-03-19T20:43:02,256.0,6.0,32.0
6809,6810,03/19/2020,,South Africa,2020-03-19T16:43:03,150.0,0.0,0.0
6840,6841,03/19/2020,,Algeria,2020-03-19T16:13:36,87.0,9.0,32.0
6858,6859,03/19/2020,,Morocco,2020-03-19T20:43:02,63.0,2.0,1.0
6883,6884,03/19/2020,,Tunisia,2020-03-19T18:13:29,39.0,1.0,0.0
6890,6891,03/19/2020,,Burkina Faso,2020-03-19T11:33:30,33.0,1.0,0.0
6892,6893,03/19/2020,,Senegal,2020-03-18T11:33:04,31.0,0.0,2.0
6914,6915,03/19/2020,,Congo (Kinshasa),2020-03-19T10:53:03,14.0,0.0,0.0
6916,6917,03/19/2020,,Cameroon,2020-03-19T02:53:32,13.0,0.0,0.0
6924,6925,03/19/2020,,Ghana,2020-03-19T17:13:24,11.0,0.0,0.0
6933,6934,03/19/2020,,Ivory Coast,2020-03-19T01:03:46,9.0,0.0,1.0
6937,6938,03/19/2020,,Nigeria,2020-03-18T12:33:03,8.0,0.0,1.0
6938,6939,03/19/2020,,Rwanda,2020-03-18T11:33:04,8.0,0.0,0.0
6940,6941,03/19/2020,,Kenya,2020-03-19T02:33:08,7.0,0.0,0.0
6942,6943,03/19/2020,,Equatorial Guinea,2020-03-19T20:43:03,6.0,0.0,0.0
6943,6944,03/19/2020,,Ethiopia,2020-03-18T11:33:04,6.0,0.0,0.0
6946,6947,03/19/2020,,Seychelles,2020-03-19T02:13:17,6.0,0.0,0.0
6947,6948,03/19/2020,,Tanzania,2020-03-19T11:33:36,6.0,0.0,0.0
6955,6956,03/19/2020,,Congo (Brazzaville),2020-03-19T20:13:56,3.0,0.0,0.0
6958,6959,03/19/2020,,Mauritius,2020-03-19T02:33:08,3.0,0.0,0.0
6961,6962,03/19/2020,,Namibia,2020-03-19T20:13:52,3.0,0.0,0.0
6965,6966,03/19/2020,,Benin,2020-03-18T14:13:56,2.0,0.0,0.0
6970,6971,03/19/2020,,Liberia,2020-03-18T03:13:22,2.0,0.0,0.0
6971,6972,03/19/2020,,Mauritania,2020-03-19T02:33:08,2.0,0.0,0.0
6974,6975,03/19/2020,,Sudan,2020-03-18T12:13:09,2.0,1.0,0.0
6978,6979,03/19/2020,,Zambia,2020-03-19T01:53:06,2.0,0.0,0.0
6982,6983,03/19/2020,,Central African Republic,2020-03-16T03:33:03,1.0,0.0,0.0
6983,6984,03/19/2020,,Chad,2020-03-19T16:43:03,1.0,0.0,0.0
6985,6986,03/19/2020,,Djibouti,2020-03-19T14:53:06,1.0,0.0,0.0
6987,6988,03/19/2020,,Eswatini,2020-03-15T06:41:54,1.0,0.0,0.0
